Genes	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
ENSRNOG00000056635	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058184	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055212	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000003622	73	63	63	41	35	54	38	67	83	41
ENSRNOG00000003611	233	218	190	256	226	257	235	220	246	204
ENSRNOG00000048318	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039615	0	0	0	1	0	0	1	1	0	0
ENSRNOG00000059740	1	0	0	0	0	1	0	0	0	0
ENSRNOG00000032522	1	1	1	2	1	1	2	0	2	2
ENSRNOG00000052581	2	0	1	1	0	0	0	1	0	0
ENSRNOG00000027850	0	2	0	0	0	0	0	0	1	1
ENSRNOG00000058703	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027767	4	1	1	2	2	2	1	1	2	1
ENSRNOG00000004776	10	7	8	5	7	11	12	7	6	5
ENSRNOG00000004819	7	7	7	8	4	18	13	8	11	5
ENSRNOG00000004903	4	5	3	5	1	3	4	4	10	3
ENSRNOG00000005303	35	30	26	24	16	36	33	20	35	20
ENSRNOG00000005387	87	71	59	90	72	69	78	92	90	45
ENSRNOG00000039587	77	61	57	30	42	75	45	40	47	31
ENSRNOG00000031058	9	3	6	1	3	6	4	5	15	3
ENSRNOG00000056858	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039576	7	2	3	4	3	11	4	5	6	4
ENSRNOG00000039571	7	1	2	8	4	4	1	2	6	0
ENSRNOG00000047663	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048738	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000048396	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007112	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000025156	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007766	12	2	7	11	6	5	4	4	3	6
ENSRNOG00000025534	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047281	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042470	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046021	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048613	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000024801	29	34	9	24	11	14	19	13	15	16
ENSRNOG00000008177	6	8	1	11	3	9	11	11	14	7
ENSRNOG00000008764	111	60	76	72	51	88	57	66	92	44
ENSRNOG00000039544	7	8	3	4	3	7	4	10	13	4
ENSRNOG00000009071	120	76	94	85	47	115	97	90	111	57
ENSRNOG00000046397	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009605	25	17	35	29	23	41	24	28	31	23
ENSRNOG00000059000	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009687	12	4	14	5	8	7	1	5	6	3
ENSRNOG00000057147	4	12	7	11	7	9	13	17	20	3
ENSRNOG00000009749	284	203	225	202	124	168	146	159	205	128
ENSRNOG00000022939	100	67	65	52	66	83	86	86	95	46
ENSRNOG00000010092	27	9	18	17	18	10	26	19	20	8
ENSRNOG00000039496	21	21	20	26	17	42	22	37	42	10
ENSRNOG00000022417	62	47	46	41	48	70	59	55	69	31
ENSRNOG00000059720	3	1	0	0	1	2	0	0	3	0
ENSRNOG00000010348	2	3	4	0	2	3	2	0	3	2
ENSRNOG00000010846	29	18	14	18	8	15	8	20	22	8
ENSRNOG00000011702	9	8	11	9	9	5	2	2	3	6
ENSRNOG00000028611	0	0	0	1	0	0	0	0	0	1
ENSRNOG00000002844	10	1	1	2	1	6	5	5	2	7
ENSRNOG00000002862	12	5	7	7	5	8	11	9	9	6
ENSRNOG00000036245	346	547	629	1764	1694	547	745	1044	443	538
ENSRNOG00000035652	0	4	3	3	1	2	1	1	0	1
ENSRNOG00000036268	35	67	54	263	201	61	72	140	68	76
ENSRNOG00000036567	2	3	3	10	19	3	5	8	5	3
ENSRNOG00000036262	3	9	6	27	22	4	13	17	8	8
ENSRNOG00000060712	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059355	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002921	1	0	0	0	1	0	1	1	1	0
ENSRNOG00000002951	0	1	1	1	0	1	0	0	1	0
ENSRNOG00000039323	1	2	0	0	3	0	1	1	1	0
ENSRNOG00000062241	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000002959	114	126	98	88	109	98	84	99	193	81
ENSRNOG00000002975	8	11	8	5	6	10	8	8	15	5
ENSRNOG00000002984	1	0	0	1	1	2	0	0	1	0
ENSRNOG00000046053	7	9	5	11	6	11	5	5	5	4
ENSRNOG00000039305	1	1	0	0	0	1	0	0	0	0
ENSRNOG00000028033	1	0	0	0	0	1	0	0	0	0
ENSRNOG00000048573	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048303	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030417	0	0	0	0	0	0	0	2	0	1
ENSRNOG00000003085	1	1	0	0	0	0	1	0	0	0
ENSRNOG00000031286	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015005	0	0	0	0	0	0	1	1	0	0
ENSRNOG00000030868	1	0	1	0	0	0	0	0	0	0
ENSRNOG00000034120	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039063	5	2	3	1	3	1	1	3	19	2
ENSRNOG00000003099	231	154	181	181	174	186	152	147	209	164
ENSRNOG00000039057	2	1	8	4	0	3	3	1	3	5
ENSRNOG00000003158	1	0	0	0	1	0	2	0	0	0
ENSRNOG00000003160	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030619	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000046532	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003178	16	7	5	8	10	3	6	9	11	9
ENSRNOG00000021434	0	0	0	1	0	0	1	0	1	0
ENSRNOG00000050535	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048990	0	0	0	1	1	0	1	0	1	0
ENSRNOG00000052559	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049175	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002509	463	321	398	312	261	494	355	332	409	348
ENSRNOG00000062296	1	0	0	1	0	0	0	0	1	0
ENSRNOG00000062226	472	243	296	223	122	229	181	192	228	166
ENSRNOG00000038970	44	39	31	39	27	44	37	34	24	41
ENSRNOG00000002556	1	2	4	0	0	2	0	0	3	1
ENSRNOG00000047165	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002537	5	3	4	6	1	4	6	7	3	3
ENSRNOG00000030999	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000062231	241	185	214	213	195	248	217	213	267	194
ENSRNOG00000059999	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000038965	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049908	10	5	10	10	7	7	6	5	11	6
ENSRNOG00000048516	0	0	1	1	0	0	0	0	0	0
ENSRNOG00000051689	0	0	0	0	0	2	0	0	0	0
ENSRNOG00000062300	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056975	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050700	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002708	88	60	68	83	77	82	57	72	82	42
ENSRNOG00000057574	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000024763	2	0	1	0	0	0	0	0	1	0
ENSRNOG00000061262	2162	1513	1645	1406	1135	1906	1648	1631	2068	1237
ENSRNOG00000050333	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000035464	374	619	527	2411	2433	928	831	986	554	981
ENSRNOG00000035656	73	84	88	314	338	137	114	188	97	147
ENSRNOG00000044954	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003049	60	34	29	21	30	46	19	32	38	21
ENSRNOG00000003081	8	20	15	15	12	17	17	10	25	20
ENSRNOG00000003139	137	102	107	76	66	111	112	89	168	70
ENSRNOG00000046569	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058312	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058975	282	282	257	264	252	414	351	291	375	249
ENSRNOG00000057706	191	144	124	125	86	183	119	130	211	116
ENSRNOG00000056849	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000057146	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061782	31	14	27	15	16	31	15	21	38	22
ENSRNOG00000060137	3	0	2	0	0	0	3	1	1	3
ENSRNOG00000057658	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003531	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031906	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048486	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047491	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000000165	19	28	27	89	85	35	33	67	29	54
ENSRNOG00000000166	7	7	6	12	6	5	9	11	10	5
ENSRNOG00000000167	50	48	52	47	43	59	49	22	66	26
ENSRNOG00000059945	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046477	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061366	78	56	75	45	40	67	61	60	61	44
ENSRNOG00000056810	2	1	1	1	1	4	2	4	1	1
ENSRNOG00000024350	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060708	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000043358	1	0	0	3	2	3	0	2	1	0
ENSRNOG00000060289	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000024322	18	8	10	2	7	11	4	5	4	5
ENSRNOG00000003543	0	0	0	0	1	1	0	1	1	3
ENSRNOG00000059286	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031555	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000024298	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000024271	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000046230	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053885	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000024250	447	324	346	290	294	395	391	389	478	230
ENSRNOG00000003533	275	219	217	261	251	253	259	223	284	134
ENSRNOG00000058086	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000047275	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003613	24	52	30	34	27	37	29	38	53	16
ENSRNOG00000003688	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000025910	355	261	310	289	204	335	336	400	420	198
ENSRNOG00000003956	8	5	10	7	3	7	8	4	9	6
ENSRNOG00000056950	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003965	0	1	0	0	0	1	0	0	0	0
ENSRNOG00000045689	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004016	170	135	124	132	129	154	126	98	158	104
ENSRNOG00000055600	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004118	1	0	0	0	0	2	1	0	1	1
ENSRNOG00000052889	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004160	25	28	17	9	13	28	11	13	30	8
ENSRNOG00000055186	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004249	11	20	8	8	10	23	10	16	22	10
ENSRNOG00000045992	4	16	8	7	11	8	13	19	15	8
ENSRNOG00000054904	0	0	1	0	0	0	0	0	2	0
ENSRNOG00000047931	305	199	147	154	186	273	197	269	314	110
ENSRNOG00000052695	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000058602	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052455	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055926	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060763	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004275	0	1	2	1	4	2	2	0	0	1
ENSRNOG00000004531	4	4	3	3	6	6	4	4	2	5
ENSRNOG00000025637	1	0	0	0	0	0	0	1	0	0
ENSRNOG00000030443	55	47	41	62	43	51	36	63	56	39
ENSRNOG00000042276	57	27	27	54	33	47	39	37	45	25
ENSRNOG00000004574	42	33	34	37	20	41	39	32	33	22
ENSRNOG00000004613	43	47	38	27	26	39	23	32	51	21
ENSRNOG00000029038	11	8	9	16	11	12	11	14	11	7
ENSRNOG00000003313	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003342	0	0	1	1	0	0	0	1	0	0
ENSRNOG00000027239	3	1	4	1	0	1	0	5	2	1
ENSRNOG00000003346	4	10	7	39	35	10	13	13	6	10
ENSRNOG00000003350	40	44	42	29	43	31	23	29	43	21
ENSRNOG00000003452	149	123	137	135	157	121	90	103	134	116
ENSRNOG00000003554	12	13	5	15	5	23	17	14	14	6
ENSRNOG00000003587	69	55	74	40	46	36	31	59	42	28
ENSRNOG00000003674	44	14	30	38	25	22	23	40	17	21
ENSRNOG00000056077	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000058336	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003705	3	2	4	1	1	1	1	1	2	1
ENSRNOG00000031665	6	11	5	8	14	6	7	7	2	1
ENSRNOG00000035148	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003960	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056313	0	0	0	0	0	1	1	0	0	0
ENSRNOG00000029330	2	3	0	5	6	1	3	0	4	4
ENSRNOG00000033176	10	8	9	1	1	4	1	3	0	5
ENSRNOG00000038686	225	203	185	254	229	252	193	211	281	182
ENSRNOG00000004120	1	0	1	4	0	0	0	1	0	0
ENSRNOG00000004124	0	0	1	0	0	1	0	0	0	1
ENSRNOG00000060885	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058942	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000040445	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057379	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000026969	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004257	25	20	22	20	18	30	28	21	33	22
ENSRNOG00000004222	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056905	0	0	2	0	0	0	0	1	0	0
ENSRNOG00000004304	120	133	100	153	100	153	128	134	171	109
ENSRNOG00000053235	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004971	21	13	22	26	14	13	18	31	25	21
ENSRNOG00000005157	419	294	319	438	358	425	345	350	414	338
ENSRNOG00000061257	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059177	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038654	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054240	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056103	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061508	2	0	3	3	1	2	3	7	7	1
ENSRNOG00000056000	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045864	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000030228	1	0	0	0	0	0	0	1	0	0
ENSRNOG00000060096	0	0	0	0	0	0	0	1	1	0
ENSRNOG00000030759	18	16	29	26	24	19	10	12	25	21
ENSRNOG00000052694	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032797	2	0	1	0	0	1	0	0	0	0
ENSRNOG00000006670	36	30	31	29	27	47	48	33	58	19
ENSRNOG00000058952	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057833	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056843	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003726	3	2	2	3	0	1	5	3	1	1
ENSRNOG00000049961	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060374	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000048598	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054850	1	0	0	1	0	0	0	1	0	0
ENSRNOG00000003742	30	16	31	27	20	45	32	37	41	25
ENSRNOG00000030434	0	0	0	2	0	1	1	0	2	0
ENSRNOG00000027331	0	0	1	0	1	0	0	1	1	0
ENSRNOG00000051958	1	3	1	1	4	10	5	4	4	2
ENSRNOG00000003588	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003949	2	2	3	8	4	2	3	2	5	8
ENSRNOG00000032472	5	7	3	5	3	9	2	5	9	7
ENSRNOG00000032132	0	0	1	0	0	1	1	1	2	0
ENSRNOG00000004319	0	0	0	0	1	0	0	0	0	1
ENSRNOG00000054868	0	0	0	0	0	2	0	0	0	0
ENSRNOG00000025383	465	374	388	401	306	424	349	377	407	307
ENSRNOG00000056631	13	10	6	16	11	11	8	13	13	8
ENSRNOG00000006632	357	299	287	278	239	392	270	409	406	202
ENSRNOG00000005736	439	345	371	463	365	448	408	509	529	298
ENSRNOG00000025290	4	1	3	1	2	1	2	1	4	3
ENSRNOG00000050116	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004322	2194	1788	1701	1751	1218	1915	1671	1815	1994	1460
ENSRNOG00000005135	2	1	3	1	0	1	1	3	3	1
ENSRNOG00000057611	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005176	40	34	25	38	22	31	23	47	39	15
ENSRNOG00000056300	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007014	8	2	2	4	3	2	3	7	4	1
ENSRNOG00000024479	30	21	31	24	23	18	12	23	20	19
ENSRNOG00000007495	745	611	567	638	472	705	493	710	728	447
ENSRNOG00000044409	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007644	46	44	44	44	49	45	25	57	47	34
ENSRNOG00000007688	2	5	6	1	4	4	4	1	4	0
ENSRNOG00000056924	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023440	1	1	3	0	0	0	1	1	0	1
ENSRNOG00000060759	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052123	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057897	0	0	1	0	0	0	0	0	1	0
ENSRNOG00000053261	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057678	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000034182	0	0	1	0	0	0	0	0	0	3
ENSRNOG00000003675	1	1	2	2	2	0	1	2	0	0
ENSRNOG00000039250	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045937	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046265	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048840	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051820	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052118	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003763	16	10	31	23	8	20	19	25	32	10
ENSRNOG00000059697	0	0	0	0	1	0	0	1	2	0
ENSRNOG00000003782	152	115	147	105	84	132	121	140	158	80
ENSRNOG00000003809	39	42	21	13	12	16	17	39	35	25
ENSRNOG00000029158	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047829	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003860	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000043402	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003883	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000050081	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056006	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061475	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061577	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000036563	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000003686	252	172	212	189	128	218	209	266	297	149
ENSRNOG00000052961	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000026351	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000060168	71	59	33	42	36	55	46	72	68	32
ENSRNOG00000062302	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061715	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058697	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003713	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045757	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060486	1	1	1	2	3	4	9	3	2	2
ENSRNOG00000032487	257	177	255	202	114	234	148	237	172	209
ENSRNOG00000026157	11	5	5	6	8	8	9	3	12	4
ENSRNOG00000038397	0	1	1	0	0	0	0	0	0	0
ENSRNOG00000038396	0	4	0	0	1	1	0	0	0	0
ENSRNOG00000048574	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000026044	37	44	39	42	40	47	39	39	57	36
ENSRNOG00000003836	0	0	0	0	0	2	0	0	1	0
ENSRNOG00000038383	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030048	3	0	0	0	1	2	2	2	2	2
ENSRNOG00000053508	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000029408	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000032739	0	0	0	0	0	0	0	2	0	0
ENSRNOG00000030418	250	224	214	238	223	215	244	207	315	217
ENSRNOG00000048925	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054382	10	8	2	8	13	15	6	15	15	15
ENSRNOG00000061492	1	0	0	0	0	1	0	0	0	0
ENSRNOG00000038369	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058194	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055820	1	0	0	0	0	1	0	1	0	0
ENSRNOG00000059086	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055785	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046366	2582	2042	2107	2479	1915	2972	2429	2809	3039	1549
ENSRNOG00000041822	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050178	1	0	1	0	1	0	3	1	1	1
ENSRNOG00000057744	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033156	0	0	0	0	0	0	1	1	1	0
ENSRNOG00000003783	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003643	20	21	19	17	15	19	22	24	21	13
ENSRNOG00000034116	118	82	110	112	76	111	113	145	101	72
ENSRNOG00000038299	3	0	0	2	0	0	0	0	0	0
ENSRNOG00000003748	1	1	0	0	1	0	1	0	3	0
ENSRNOG00000029010	1	0	0	0	0	0	0	2	0	0
ENSRNOG00000003765	1	1	0	0	0	1	3	1	1	0
ENSRNOG00000028179	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051362	1	1	0	0	1	0	1	1	1	0
ENSRNOG00000038269	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048202	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000038267	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058617	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042751	0	0	0	0	0	0	2	0	0	0
ENSRNOG00000029005	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000051071	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047748	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029663	2	0	1	0	2	0	3	1	3	1
ENSRNOG00000051159	1	0	0	0	0	0	0	0	0	1
ENSRNOG00000055606	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061196	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000042227	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051324	0	1	1	0	0	2	0	0	0	0
ENSRNOG00000051273	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000032858	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051220	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038257	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051032	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028202	1	0	0	1	0	0	0	0	0	0
ENSRNOG00000051296	0	0	0	0	0	0	0	0	0	2
ENSRNOG00000051096	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051340	1	0	0	0	0	1	0	2	1	0
ENSRNOG00000051140	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051297	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003345	2	2	0	1	0	2	0	0	0	0
ENSRNOG00000051250	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000051313	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051097	2	1	0	0	0	0	0	0	0	0
ENSRNOG00000051308	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000051223	0	0	1	0	1	1	0	0	0	1
ENSRNOG00000031719	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000051287	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053690	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051327	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060566	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056481	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051276	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003115	0	0	0	0	0	0	0	0	3	0
ENSRNOG00000030346	0	0	0	0	2	1	0	0	0	0
ENSRNOG00000051144	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050041	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052270	1	1	0	0	0	0	0	0	0	0
ENSRNOG00000029559	0	1	0	0	0	1	0	0	0	0
ENSRNOG00000003110	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000055102	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000032361	1	0	2	2	3	1	1	1	2	2
ENSRNOG00000043508	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000038235	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051236	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051214	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038231	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000022848	3	0	0	1	0	0	0	0	0	0
ENSRNOG00000022806	0	0	0	1	0	1	2	0	0	1
ENSRNOG00000051355	1	0	1	0	0	0	0	0	0	0
ENSRNOG00000051281	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038230	0	1	0	2	2	0	1	0	1	0
ENSRNOG00000051030	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049958	3	0	3	0	5	1	4	0	1	0
ENSRNOG00000055812	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051124	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000026697	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059814	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053562	2	3	2	2	1	2	1	5	2	0
ENSRNOG00000013322	31	35	9	24	22	45	30	26	38	21
ENSRNOG00000051031	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051148	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051145	1	1	0	2	1	3	0	2	4	1
ENSRNOG00000061126	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012358	1	4	0	3	0	0	0	0	1	2
ENSRNOG00000051033	0	0	0	0	0	1	0	0	2	0
ENSRNOG00000051341	0	0	0	0	0	0	0	0	2	0
ENSRNOG00000051346	1	0	0	0	2	0	0	0	1	1
ENSRNOG00000012513	8	7	6	8	7	9	5	15	10	10
ENSRNOG00000051274	1	0	2	1	0	0	1	0	0	0
ENSRNOG00000046012	0	0	0	0	0	0	0	0	1	1
ENSRNOG00000051268	2	1	1	1	0	1	0	0	1	2
ENSRNOG00000048066	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051209	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000041652	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032038	0	0	0	0	0	1	1	0	0	1
ENSRNOG00000042530	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051241	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051319	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005624	282	197	216	225	186	287	238	253	296	183
ENSRNOG00000051233	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000051162	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060793	228	193	220	194	138	224	196	208	240	149
ENSRNOG00000051544	1	1	1	0	0	0	0	0	0	0
ENSRNOG00000051252	1	0	0	1	0	0	1	2	0	1
